##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X;;
PROV2623;広島県;;;;;;;;;;X;;
PROV2624;山口県;;;;;;;;;;X;;
PROV2625;香川県;;;;;;;;;;X;;
PROV2626;徳島県;;;;;;;;;;X;;
PROV2627;愛媛県;;;;;;;;;;X;;
PROV2628;高知県;;;;;;;;;;X;;
PROV2629;福岡県;;;;;;;;;;X;;
PROV2630;大分県;;;;;;;;;;X;;
PROV2631;佐賀県;;;;;;;;;;X;;
PROV2632;長崎県;;;;;;;;;;X;;
PROV2633;宮崎県;;;;;;;;;;X;;
PROV2634;熊本県;;;;;;;;;;X;;
PROV2635;鹿児島県;;;;;;;;;;X;;
PROV2636;奄美大島;;;;;;;;;;X;;
PROV2637;沖縄県;;;;;;;;;;X;;
PROV2638;高雄;;;;;;;;;;X;;
PROV2639;澎湖諸島;;;;;;;;;;X;;
PROV2640;対馬;;;;;;;;;;X;;
PROV2641;ガリナ;;;;;;;;;;X;;
PROV2642;ミント;;;;;;;;;;X;;
PROV2643;アニマック;;;;;;;;;;X;;
PROV2644;ラケ・クラーク;;;;;;;;;;X;;
PROV2645;フェアバンクス;;;;;;;;;;X;;
PROV2646;バハチ;;;;;;;;;;X;;
PROV2647;パレニ;;;;;;;;;;X;;
PROV2648;アナドゥイリ;;;;;;;;;;X;;
PROV2649;チェランスコエ;;;;;;;;;;X;;
PROV2650;オムスクチャン;;;;;;;;;;X;;
PROV2651;エヴェンスク;;;;;;;;;;X;;
PROV2652;アルチーク;;;;;;;;;;X;;
PROV2653;ハチェイングンアフ;;;;;;;;;;X;;
PROV2654;マルシャレツ;;;;;;;;;;X;;
PROV2655;アンマンンカン;;;;;;;;;;X;;
PROV2656;アギルキ;;;;;;;;;;X;;
PROV2657;ブルガウチャン;;;;;;;;;;X;;
PROV2658;チェンケレニヤ;;;;;;;;;;X;;
PROV2659;ヴェルオヤンスク;;;;;;;;;;X;;
PROV2660;オリョクミンスク;;;;;;;;;;X;;
PROV2661;ユーコン基地;;;;;;;;;;X;;
PROV2662;名称未設定;;;;;;;;;;X;;
PROV2663;名称未設定;;;;;;;;;;X;;
PROV2664;名称未設定;;;;;;;;;;X;;
PROV2665;名称未設定;;;;;;;;;;X;;
PROV2666;名称未設定;;;;;;;;;;X;;
PROV2667;名称未設定;;;;;;;;;;X;;
PROV2668;名称未設定;;;;;;;;;;X;;
PROV2669;名称未設定;;;;;;;;;;X;;
PROV2670;名称未設定;;;;;;;;;;X;;
#EOF;;;;;;;;;;;X;;
