##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;エラー:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;;エラー:510;X
EN_GAME_LEAVE_HOST;ホストがゲームから抜けたので、ゲームはキャンセルとなりました。;The host left the game, canceling it.;;;;;;;;;X
EN_GAME_REMOVE_OK;このゲームは削除されました。;The game was removed.;;;;;;;;;X
EN_GAME_REMOVE_NO_EXISTS;このゲームはすでに存在しないため、削除することができませんでした。;The game could not be removed, as it does not exist any longer.;;;;;;;;;X
EN_GAME_REMOVE_NOT_HOST;ゲームの作成者だけがゲームを削除することができます。;Only the creator of a game can remove it.;;;;;;;;;X
EN_LAUNCH_GAME_OK;ゲームが始まりました。;The game was started.;;;;;;;;;X
EN_LAUNCH_GAME_FAILED_NO_EXIST;このゲームは存在しないため、開始することができません。;The game could not be started as it does not exist.;;;;;;;;;X
EN_LAUNCH_GAME_NOT_HOST;ゲームの作成者だけがゲームを開始することができます。;Only the creator of a game can start it.;;;;;;;;;X
EN_RPC_UPDATE_MESSAGE_GAME_LAUNCH;ホストがゲームを開始しました。;The host started the game;;;;;;;;;X
EN_RPC_UPDATE_MESSAGE_GAME_FORCE_LEAVE;ホストがゲームから抜けました。;The host left your game.;;;;;;;;;X
EN_GAME_STARTED_WITH_NAME;ｧWゲームを作成しました。名前は：;ｧW created a game with the name: ;;;;;;;;;X
EN_PLAYER_LOGGED_IN_TO_CHANNEL;ｧWチャンネルにログインしました。;ｧW logged into the channel.;;;;;;;;;X
EN_NO_CHANNEL;チャンネルが選択されていません。;NO CHANNEL SELECTED;;;;;;;;;X
EN_NOT_CREATE_STATUS_THREAD;ステータススレッドを作成することができませんでした。;Status thread was not creatable.;;;;;;;;;X
EN_NOT_CREATE_CONNECT_THREAD;接続スレッドを作成することができませんでした。;Connection thread was not creatable.;;;;;;;;;X
EURONET_CHAT_HEADLINE;チャット;CHAT;;;;;;;;;X
EURONET_PLAYER_LIST_HEADLINE;プレイヤーリスト;PLAYERLIST;;;;;;;;;X
EURONET_CURRENT_GAMES_HEADLINE;現在のゲーム;CURRENT GAMES;;;;;;;;;X
EURONET_GAME_INFO;ゲーム情報;GAME INFO;;;;;;;;;X
##;;;;;;;;;;;X
#  DIPLOMACY TEXT STRINGS;;;;;;;;;;;X
##;;;;;;;;;;;X
DYNASTIC;王室の婚姻;Royal Marriage;;;;;;;;;X
MILALL;軍事同盟;Military Alliance;;;;;;;;;X
VASSALI;隷属;Vassalization;;;;;;;;;X
ANNEX;併合;Annexation;;;;;;;;;X
WARALL;戦時同盟;War faction;;;;;;;;;X
##;;;;;;;;;;;X
DWCANTJOIN;彼らの同盟に加わることはできません！;You can't ask to join their alliance!;;;;;;;;;X
DWCANTINVITE;彼らの同盟に加わることはできません！;You can't ask to join their alliance!;;;;;;;;;X
##;;;;;;;;;;;X
# Diplomat errors;;;;;;;;;;;X
##;;;;;;;;;;;X
GAME_END_QUIT;ゲームを終了しました。;You quit the game.;;;;;;;;;X
GAME_END_ELIMINATED;ゲームから削除されました。;You were eliminated.;;;;;;;;;X
GAME_END_AXIS_VICTORY;ゲームは枢軸国の勝利に終わりました。;The game ended in an axis victory.;;;;;;;;;X
GAME_END_AXIS_TOTAL;ゲームは枢軸国の完全勝利に終わりました。;The game ended in a total victory for the axis.;;;;;;;;;X
GAME_END_ALLIES_VICTORY;ゲームは連合国の勝利に終わりました。;The game ended in an allies victory.;;;;;;;;;X
GAME_END_ALLIES_TOTAL;ゲームは連合国の完全勝利に終わりました。;The game ended in a total victory for the allies.;;;;;;;;;X
GAME_END_COMMIES_VICTORY;ゲームは共産国の勝利に終わりました。;The game ended in an comintern victory.;;;;;;;;;X
GAME_END_COMMIES_TOTAL;ゲームは共産国の完全勝利に終わりました。;The game ended in a total victory for the comintern.;;;;;;;;;X
##;;;;;;;;;;;X
#  ROLLOVER of Event Commands;;;;;;;;;;;X
##;;;;;;;;;;;X
EVENTBUTTON_INFO;（決定のもたらす影響については、ボタンにカーソルを重ねると表示される説明をご覧ください。）;(For effects on your decision, check the information appearing when you move the mouse over the button.);;;;;;;;;X
##;;;;;;;;;;;X
DIP_PUPPET_SHORT;%s の属国です。;Is a puppet of %s.;;;;;;;;;X
DIP_PUPPET;%s は %s の属国です。;%s is a puppet of %s.;;;;;;;;;X
DIP_PURPUPPET;%s は %s を属国として支配しています。;%s controls %s as a puppet.;;;;;;;;;X
DIP_NON_AGGRESSION;%s は %s と不可侵条約を結んでいます。;%s has a non-aggression pact with %s.;;;;;;;;;X
TRADE_EXPIRATION_DATE;貿易協定満了予定日は、%s。;Expires on %s.;;;;;;;;;X
RESOURCE_TRADES_NOT_ENABLED;貿易は許可されていません。;Trade is not allowed yet.;;;;;;;;;X
TRADE_EMBARGO;貿易禁止;Trade Embargo;;;;;;;;;X
TECH_EMBARGO;技術取引禁止;Technology Embargo;;;;;;;;;X
DIPLOMACY_UNDER_TRADE_EMBARGO;次の国からｧY貿易を禁止されてｧWいます。 相手国は ｧY;ｧYUnder trade embargo ｧWby ｧY;;;;;;;;;X
DIPLOMACY_UNDER_TECH_EMBARGO;次の国からｧY技術取引を禁止されてｧWいます。 相手国は  ｧY;ｧYUnder tech embargo ｧWby ｧY;;;;;;;;;X
DIPLOMACY_TRADE_EMBARGO_TO;次の国に対してｧY貿易を禁止してｧWいます。 相手国は ｧY;ｧYHave trade embargo ｧWto ｧY;;;;;;;;;X
DIPLOMACY_TECH_EMBARGO_TO;次の国に対してｧY技術取引を禁止してｧWいます。 相手国は ｧY;ｧYHave tech embargo ｧWto ｧY;;;;;;;;;X
NUW_DIV;%d個の小艦隊;%d flotillas;;;;;;;;;X
AUW_DIV;%d個の航空隊;%d squadrons;;;;;;;;;X
T_DIVISIONS;大隊;divisions;;;;;;;;;X
T_DIVISION;大隊;division;;;;;;;;;X
T_AIR_DIVISIONS;空軍師団;air divisions;;;;;;;;;X
T_AIR_DIVISION;空軍師団;air division;;;;;;;;;X
T_AIR_WINGS;航空団;air wings;;;;;;;;;X
T_AIR_WING;航空団;air wing;;;;;;;;;X
T_ARMY_CORPS;軍団;army corps;;;;;;;;;X
T_BOMBER;爆撃機;bomber;;;;;;;;;X
T_DAYS;日;days;;;;;;;;;X
T_COST;コスト;Cost;;;;;;;;;X
T_IC;工業力;IC;;;;;;;;;X
T_CAPITAL_SHIPS;主力艦;capital ships;;;;;;;;;X
T_CAPITAL_SHIP;主力艦;capital ship;;;;;;;;;X
T_SQUADRONS;小型艦艇で構成された戦隊;squadrons of small ships;;;;;;;;;X
T_SQUADRON;小型艦艇で構成された戦隊;squadron of small ships;;;;;;;;;X
DET_REPORT;偵察報告：;Reconnaissance reports:;;;;;;;;;X
REB;パルチザン;Partisans;;;;;;;;;X
KPVALUE;このプロヴィンスの勝利ポイント値。;The victory points value of this province.;;;;;;;;;X
MANPOWER_DRO;1日に労働力が%.4f増加。;Daily increase of %.4f manpower.;;;;;;;;;X
MANPOWER_DC; 日々の戦力補充には労働力%.2fを必要とします。\n全部隊を最大値まで戦力補充するために必要な労働力は%.2fです。;Daily reinforcements drains %.2f of manpower. We currently need %.2f manpower to reinforce all our forces to maximum strength.;;;;;;;;;X
##;;;;;;;;;;;X
BUTTON_SUPPLY;「補給」マップモード;Supply Mapmode;;;;;;;;;X
##;;;;;;;;;;;X
#  Date and Time order strings use M for month name, D for day, Y for year, and H for hour...;;;;;;;;;;;X
DATE;Y年 M月 D日;M D, Y;;;;;;;;;X
TIME;Y年 M月 D日 H:00;H:00 M D, Y;;;;;;;;;X
SAVEGAME;ゲームを保存する;Save Game;;;;;;;;;X
ERROR_SOUND_NAME;重大なエラーが発生！;Critical Error!;;;;;;;;;X
ERROR_SOUND_DESC;HOIにおいてサウンドカードの問題が起こりました。サウンドカードのメーカーから最新のサウンドドライバーを入手してインストールしてください。それでも問題が解決しない場合はテクニカルサポートに連絡してください。;HOI has encountered a problem with your sound card. Please obtain and install the latest sound drivers from the sound card manufacturer. If the problem persists, contact the technical support.;;;;;;;;;X
##;;;;;;;;;;;X
JOINMPGAME;<%sが参加>;<%s has joined>;;;;;;;;;X
LEFTMPGAME;<%sが抜けました>;<%s has left>;;;;;;;;;X
##;;;;;;;;;;;X
PARANOTSUPPLY;補給線のつながっていないプロヴィンスに駐機中の輸送機は空挺兵を搭乗させることはできません。;Paratroopers cannot be loaded onto transport planes in provinces without supply.;;;;;;;;;X
##;;;;;;;;;;;X
EPERSONALITY_OTHER_GOV;対象国の政体が異なる：;Target government is of a different type:;;;;;;;;;X
EPERSONALITY_SAME_GOV;対象国の政体が同じ：;Target government is of the same type:;;;;;;;;;X
EPERSONALITY_BIGGER_COUNTRY;対象となる国は規模が半分以下です：;Target country is less than half the size:;;;;;;;;;X
T_CHANCE;成功率;Chance;;;;;;;;;X
CONVOYWHERE;%s ― %s輸送船団（現在地は%s ）;the %s-%s convoy at %s;;;;;;;;;X
LIBERATE_NATION;独立を与える;Liberate Nation;;;;;;;;;X
LIBVAS_TITLE;以下のプロヴィンスを受け取ります：;They will receive the following province(s): ;;;;;;;;;X
VASSAL_CURRENT;作成： %s;Create: %s;;;;;;;;;X
LIB_NATION_TITLE;独立させる国を選択;Select Nation to Liberate;;;;;;;;;X
##;;;;;;;;;;;X
BM_AMPH_PENALTY;強襲上陸;Amphibious Landing;;;;;;;;;X
BM_BASE_PROXIMITY;基地周辺;Base Proximity;;;;;;;;;X
BM_BLIZZARD;吹雪;Blizzard;;;;;;;;;X
BM_CARRIER_DOCTRINE;卓越した空母ドクトリン;Superior Carrier Doctrine;;;;;;;;;X
BM_DISSENT;国民不満度;Dissent;;;;;;;;;X
BM_DIVISION_PENALTY;最大指揮大隊数;Over Command Max;;;;;;;;;X
BM_DUGIN_MODIFIER;塹壕防御;Dug In;;;;;;;;;X
BM_ENCIRCLEMENT_PENALTY;退却不可能です;No Retreat Possible;;;;;;;;;X
BM_ENVELOPMENT_PENALTY;包囲中;Enveloped;;;;;;;;;X
BM_FOREST;森林;Forest;;;;;;;;;X
BM_FORT_MODIFIER;要塞;Fortifications;;;;;;;;;X
BM_FROZEN;凍土;Frozen;;;;;;;;;X
BM_HQ_NEARBY;司令部周辺;HQ Nearby;;;;;;;;;X
BM_JUNGLE;密林;Jungle;;;;;;;;;X
BM_LEADER_BONUS;指揮能力;Leadership;;;;;;;;;X
BM_MARSH;湿地;Marsh;;;;;;;;;X
BM_MOUNTAIN;山岳;Mountain;;;;;;;;;X
BM_HILLS;丘陵;Hills;;;;;;;;;X
BM_MUDDY;泥濘地;Muddy;;;;;;;;;X
BM_NIGHT_MODIFIER;夜間;Night;;;;;;;;;X
BM_PARATROOP_PENALTY;空挺強襲;Paradropping;;;;;;;;;X
BM_RAIN;雨;Rain;;;;;;;;;X
BM_RIVER_PENALTY;渡河;River Crossing;;;;;;;;;X
BM_SNOW;雪;Snow;;;;;;;;;X
BM_STORM_MODIFIER;暴風雨;Storm;;;;;;;;;X
BM_URBAN;市街地;Urban;;;;;;;;;X
BM_SHORE_BOMBARD;沿岸砲撃力;Shore Bombardment;;;;;;;;;X
BM_NIGHT_FLYER;夜間航空作戦;Night Flyer;;;;;;;;;X
BM_OFFENSIVE_DOCTRINE;攻勢向き司令官;Offensive Leader;;;;;;;;;X
BM_DEFENSIVE_DOCTRINE;防勢向き司令官;Defensive Leader;;;;;;;;;X
BM_SUPERIOR_TACTITIAN;卓越した戦術家;Superior Tactician;;;;;;;;;X
BM_STACKING_PENALTY;過重負担ペナルティ;Stacking Penalty;;;;;;;;;X
BM_DIFFICULTY;難易度;Difficulty;;;;;;;;;X
BM_LACK_OF_SUPPLIES;物資の欠乏;Lack of Supply;;;;;;;;;X
BM_DESERT;砂漠;Desert;;;;;;;;;X
BM_WEATHER_EQ;悪天候用装備;Bad Weather Gear;;;;;;;;;X
BM_PANZER_LEADER;機甲戦;Panzer Leader;;;;;;;;;X
BM_COMMANDO;特殊戦志向の司令官;Commando Leader;;;;;;;;;X
BM_SEAWOLF;海狼司令官;Seawolf Leader;;;;;;;;;X
BM_SURPRISE;奇襲;Surprise;;;;;;;;;X
BM_RADAR_STATION;敵レーダー;Enemy Radar;;;;;;;;;X
BM_COMBINED_ARMS;諸兵科連合部隊;Combined Arms;;;;;;;;;X
BM_BETTER_COMBINED_ARMS;発展型諸兵科連合部隊;Advanced Combined Arms;;;;;;;;;X
BM_EXPERIENCE;経験;Experience;;;;;;;;;X
BM_INTERCEPT;迎撃ボーナス;Interception Bonus;;;;;;;;;X
BM_MISSION_EFFICIENCY;任務効率;Mission Efficiency;;;;;;;;;X
BM_MULTIPLE;側面攻撃を受ける;Flanked;;;;;;;;;X
BM_MINISTER_MODS;大臣修正;Minister Modifiers;;;;;;;;;X
BM_INTEL_ADVANTAGE;暗号解読;Decryption;;;;;;;;;X
BM_CARPET_BOMBER;絨毯爆撃;Carpet bomber;;;;;;;;;X
BM_FLEET_DESTROYER;艦隊撃滅;Fleet destroyer;;;;;;;;;X
BM_TANK_BUSTER;対戦車攻撃;Tank buster;;;;;;;;;X
BM_ESE;ESE;ESE;;;;;;;;;X
BM_AIRCOMBAT;空中戦闘;Air Combat;;;;;;;;;X
##;;;;;;;;;;;X
DOMW_DELAY;次は%sｧｧあたりでこれらを修正できます。;We can modify these next around %s.;;;;;;;;;X
DOMW_MODIFY;%sに一歩近づくと、以下のような効果が得られます：\n;By moving one step towards %s we'll get the following effects:\n;;;;;;;;;X
DOMW_CAP;現在のイデオロギーでは、この変更は認められません。\n;Our current ideology does not allow this change.\n;;;;;;;;;X
DOMW_DISABLED;この政策スライダーは移動させることができない;This policy slider cannot be moved!;;;;;;;;;X
DOMNAME_DEM_L;民主的;Democratic;;;;;;;;;X
DOMNAME_DEM_R;独裁的;Authoritarian;;;;;;;;;X
DOMNAME_POL_L;政治的左派;Political Left;;;;;;;;;X
DOMNAME_POL_R;政治的右派;Political Right;;;;;;;;;X
DOMNAME_FRE_L;開放社会;Open Society;;;;;;;;;X
DOMNAME_FRE_R;閉鎖社会;Closed Society;;;;;;;;;X
DOMNAME_FRM_L;自由経済;Free Market;;;;;;;;;X
DOMNAME_FRM_R;中央計画経済;Central Planning;;;;;;;;;X
#DOMNAME_PRO_R;復員;Demobilization;;;;;;;;;X
#DOMNAME_PRO_L;動員;Mobilization;;;;;;;;;X
DOMNAME_DEF_L;タカ派;Hawk Lobby;;;;;;;;;X
DOMNAME_DEF_R;ハト派;Dove Lobby;;;;;;;;;X
DOMNAME_INT_L;介入主義;Interventionism;;;;;;;;;X
DOMNAME_INT_R;孤立主義;Isolationism;;;;;;;;;X
DOMESTIC_DEM_DEM;我が国は民主制です\n;Our nation is a Democracy\n;;;;;;;;;X
DOMESTIC_DEM_ADEM;我が国は独裁制です\n;Our nation is a Dictatorship\n;;;;;;;;;X
DOMESTIC_POL_GOV;イデオロギーの変化に合わせて内閣の顔ぶれも変わります。\n;Ministers in the ruling cabinet change according to ideology.\n;;;;;;;;;X
DOMESTIC_CAN_ALLY;同盟の提案および参加ができます。\n;Can offer and join alliances.\n;;;;;;;;;X
DOMESTIC_CANNOT_ALLY;同盟の提案および参加はできません。\n;Cannot offer or join alliances.\n;;;;;;;;;X
POLICYDESC_0;このバーは政府の複数政党制に対する姿勢を示しています。範囲は「民主的」から「独裁的」までです。;This bar shows the government's view of political pluralism. It can range from democratic to authoritarian. ;;;;;;;;;X
POLICYDESC_1;このバーは政府の社会的平等に対する姿勢を示しています。政治的左派は自由を犠牲にしても社会の平等化を推し進めたいと考えています。逆に政治的右派は秩序もしくは自由を拡大するために、社会的平等を後退させようとします。;This bar shows the government's view of societal equality. The political left want to increase equality at the expense of freedom and order while the political right want to decrease it in favor of either freedom or order.;;;;;;;;;X
POLICYDESC_2;このバーは政府の社会的自由に対する姿勢を示しています。開放社会の擁護派は平等や秩序よりも自由を拡大したいと考えています。一方閉鎖社会の支持派は平等もしくは秩序のために、自由を抑制すべきだと考えています。;This bar shows the government's view of societal freedom. The defenders of an Open Society want to increase freedom at the expense of equality and order, and the proponents of a Closed Society want to decrease it in favor of either equality or order.;;;;;;;;;X
POLICYDESC_3;このバーは政府の経済制度に対する姿勢を示しています。範囲は自由経済から中央計画経済までです。普通は自由主義派が自由経済を支持し、社会保守派や社会民主派が中央計画経済を支持します。;This bar shows the government's view of the economic system. It can range from free market, mixed market, regulated market to central planning. Usually you find the liberals on the free market side, while social conservatives and social democrats are on the other.;;;;;;;;;X
#POLICYDESC_4;このバーは政府の動員体制に対する姿勢を示しています。国家の危機の際には、男性・女性を問わず武器を取ることのできる者を動員法令で定められた範囲で召集することができます。;This slider describes the level of mobilization enacted by this country, ranging from no military at all to a last ditch defense of every man and woman who can hold a gun.;;;;;;;;;X
POLICYDESC_5;このバーは政府の戦争と平和に対する姿勢を示しています。範囲はタカ派の現実政策からハト派の理想政策、つまり国際主義までです。;This bar shows the government's view of war and peace. It can range from the political realism of the Hawks to the political idealism, or internationalism, of the Doves.;;;;;;;;;X
POLICYDESC_6;このバーは政府の国際政治に対する姿勢を示しています。範囲は帝国主義的拡張路線から理想主義的介入路線、中立路線、そして孤立主義までです。;This bar shows the government's view of world politics. It can range from imperialist expansionism, ideological interventionism, neutrality to isolationism.;;;;;;;;;X
##;;;;;;;;;;;X
DOM_DISN;本国プロヴィンスでの国民不満度： %s%.1f\%%\n;Dissent in national provinces: %s%.1f\%%\n;;;;;;;;;X
DOM_DISO;占領プロヴィンスでの国民不満度： %s%.1f\%%\n;Dissent in occupied provinces: %s%.1f\%%\n;;;;;;;;;X
DOM_CINT;防諜ペナルティ： %s%.1f\%%\n;Army Counter Intelligence: %s%.1f\%%\n;;;;;;;;;X
DOM_CGM;消費財からの資金： %s%.1f\%%\n;Money from Consumer Goods: %s%.1f\%%\n;;;;;;;;;X
DOM_RES;資源生産： %s%.1f\%%\n;Resource Production: %s%.1f\%%\n;;;;;;;;;X
DOM_PRC_TIME;生産時間： %s%.1f\%%\n;Production Time: %s%.1f\%%\n;;;;;;;;;X
DOM_IC;合計IC： %s%.1f\%%\n;Total IC: %s%.1f\%%\n;;;;;;;;;X
DOM_EXP;労働者の熟練度： %s%.1f\%%\n;Manpower Experience: %s%.1f\%%\n;;;;;;;;;X
DOM_MAN;労働力の増加： %s%.1f\%%\n;Manpower Growth: %s%.1f\%%\n;;;;;;;;;X
DOM_PRC_COST;生産コスト： %s%.1f\%%\n;Production Cost: %s%.1f\%%\n;;;;;;;;;X
DOM_DIPLO_COST;外交活動コスト： %s%.1f\%%\n;Diplomatic Action Cost: %s%.1f\%%\n;;;;;;;;;X
DOM_INTEL_COST;諜報活動コスト： %s%.1f\%%\n;Intelligence Action Cost: %s%.1f\%%\n;;;;;;;;;X
DOM_INTEL_MAINT;諜報維持費： %s%.1f\%%\n;Intelligence Maintenance: %s%.1f\%%\n;;;;;;;;;X
DOM_REL;関係正常化ボーナス(月間)： %s%.1f\n;Bad Relations Normalization Bonus: %s%.1f per month\n;;;;;;;;;X
DOM_DOW_COST;宣戦布告への国民不満度： %s%.1f\n;Declaration of War Dissent: %s%.1f\n;;;;;;;;;X
DOM_PART_RISK;パルチザン活動： %s%.1f\%%\n;Partisan Activity: %s%.1f\%%\n;;;;;;;;;X
DOM_UPG_COST;改良のコスト： %s%.1f\%%\n;Upgrade Cost: %s%.1f\%%\n;;;;;;;;;X
DOM_UPG_TIME;改良の所要時間： %s%.1f\%%\n;Upgrade Time: %s%.1f\%%\n;;;;;;;;;X
DOM_DISSENT_GROWTH;国民不満度の増加： %s%.1f\%%\n;Dissent Growth: %s%.1f\%%\n;;;;;;;;;X
DOM_CG_DEMAND;消費財の需要： %s%.1f\%%\n;Consumer Goods Demand: %s%.1f\%%\n;;;;;;;;;X
DOM_GEARING_BONUS;連続生産ボーナス： %s%.1f\%%\n;Gearing Bonus: %s%.1f\%%\n;;;;;;;;;X
DOM_ORG_BONUS;ユニット指揮統制ボーナス： %s%.1f\%%\n;Unit Organization Bonus: %s%.1f\%%\n;;;;;;;;;X
DOM_TEAM_SALARY;研究チーム給与： %s%.1f\%%\n;Tech Team Salary: %s%.1f\%%\n;;;;;;;;;X
DOM_RESEARCH_TIME;研究所用時間： %s%.1f\%%\n;Research Time: %s%.1f\%%\n;;;;;;;;;X
DOM_STOCKPILES;備蓄量： %s%.1f\%%\n;Stockpiles: %s%.1f\%%\n;;;;;;;;;X
DOM_BELLIGERENCE_DOW;宣戦布告するには%s%.0f以上の好戦性が必要です。\n;DoW Belligerence Needed: %s%.0f\n;;;;;;;;;X
DOM_RELATIONSHIPS_DOW;宣戦布告するには  %s%.0f以下の友好度が必要です。\n;DoW Relationships Needed: %s%.0f\n;;;;;;;;;X
DOM_COUNTERINTELLIGENCE;防諜修正： %s%.1f\%%\n;Domestic Counter Intelligence: %s%.1f\%%\n;;;;;;;;;X
DOM_INTELLIGENCE;対外諜報修正： %s%.0fレベル\n;Intelligence Network Distance: %s%.0f level(s)\n;;;;;;;;;X
